will	MD	will
be	VB	be
carried	VBN	carry
out	RP	out
at	IN	at
the	DT	the
Marques	NP	Marques
de	NP	de
Valdecilla	NP	Valdecilla
University	NP	University
Hospital	NP	Hospital
.	SENT	.
450	CD	@card@
health	NN	health
professionals	NNS	professional
working	VBG	work
at	IN	at
the	DT	the
Hospital	NP	Hospital
Universitario	NP	<unknown>
Marques	NP	Marques
de	NP	de
Valdecilla	NP	Valdecilla
in	IN	in
areas	NNS	area
of	IN	of
high	JJ	high
exposure	NN	exposure
and	CC	and
high	JJ	high
risk	NN	risk
of	IN	of
transmission	NN	transmission
of	IN	of
SARS	NP	<unknown>
COV2	NP	<unknown>
(	(	(
COVID	NP	<unknown>
hospital	NN	hospital
areas	NNS	area
,	,	,
Intensive	JJ	intensive
Care	NP	Care
Unit	NP	Unit
,	,	,
Emergency	NP	Emergency
,	,	,
Anesthesia	NN	anesthesia
and	CC	and
all	PDT	all
those	DT	those
performing	VBG	perform
aerosol-generating	NN	aerosol-generating
procedures	NNS	procedure
)	)	)
will	MD	will
be	VB	be
included	VBN	include
.	SENT	.
Inclusion	NN	inclusion
criteria	NNS	criterion
:	:	:
1	LS	1
)	)	)
Health	NP	Health
professionals	NNS	professional
aged	VBN	age
between	IN	between
18	CD	@card@
and	CC	and
65	CD	@card@
years	NNS	year
(	(	(
inclusive	JJ	inclusive
)	)	)
at	IN	at
the	DT	the
time	NN	time
of	IN	of
the	DT	the
first	JJ	first
screening	NN	screening
visit	NN	visit
;	:	;
2	LS	2
)	)	)
They	PP	they
must	MD	must
provide	VB	provide
signed	VBN	sign
written	JJ	written
informed	JJ	informed
consent	NN	consent
and	CC	and
agree	VBP	agree
to	TO	to
comply	VB	comply
with	IN	with
the	DT	the
study	NN	study
protocol	NN	protocol
;	:	;
3	LS	3
)	)	)
Active	JJ	active
work	NN	work
in	IN	in
high	JJ	high
exposure	NN	exposure
areas	NNS	area
during	IN	during
the	DT	the
last	JJ	last
two	CD	two
weeks	NNS	week
and	CC	and
during	IN	during
the	DT	the
following	VBG	follow
weeks	NNS	week
.	SENT	.
Exclusion	NN	exclusion
criteria	NNS	criterion
:	:	:
1	LS	1
)	)	)
Previous	JJ	previous
infection	NN	infection
with	IN	with
SARS	NP	<unknown>
CoV2	NP	<unknown>
(	(	(
positive	JJ	positive
coronavirus	NN	coronavirus
PCR	NP	PCR
or	CC	or
positive	JJ	positive
serology	NN	serology
with	IN	with
SARS	NP	<unknown>
Cov2	NP	<unknown>
negative	JJ	negative
PCR	NP	PCR
and	CC	and
absence	NN	absence
of	IN	of
symptoms	NNS	symptom
)	)	)
;	:	;
2	LS	2
)	)	)
Current	JJ	current
treatment	NN	treatment
with	IN	with
hydroxychloroquine	NN	hydroxychloroquine
or	CC	or
chloroquine	NN	chloroquine
;	:	;
3	LS	3
)	)	)
Hypersensitivity	NN	hypersensitivity
,	,	,
allergy	NN	allergy
or	CC	or
any	DT	any
contraindication	NN	contraindication
for	IN	for
taking	VBG	take
hydroxychloroquine	NN	hydroxychloroquine
,	,	,
in	IN	in
the	DT	the
technical	JJ	technical
sheet	NN	sheet
;	:	;
4	LS	4
)	)	)
Previous	JJ	previous
or	CC	or
current	JJ	current
treatment	NN	treatment
with	IN	with
tamoxifen	NP	tamoxifen
or	CC	or
raloxifene	NP	<unknown>
;	:	;
5	LS	5
)	)	)
Previous	JJ	previous
eye	NN	eye
disease	NN	disease
,	,	,
especially	RB	especially
maculopathy	NN	<unknown>
;	:	;
6	CD	@card@
)	)	)
Known	VBN	know
heart	NN	heart
failure	NN	failure
(	(	(
Grade	NP	Grade
III	NP	III
to	TO	to
IV	NP	IV
of	IN	of
the	DT	the
New	NP	New
York	NP	York
Heart	NP	Heart
Association	NP	Association
classification	NN	classification
)	)	)
or	CC	or
prolonged	JJ	prolonged
QTc	NP	QTc
;	:	;
7	CD	@card@
)	)	)
Any	DT	any
type	NN	type
of	IN	of
cancer	NN	cancer
(	(	(
except	IN	except
basal	JJ	basal
cell	NN	cell
)	)	)
in	IN	in
the	DT	the
last	JJ	last
5	CD	@card@
years	NNS	year
;	:	;
6	CD	@card@
)	)	)
Refusal	NN	refusal
to	TO	to
give	VB	give
informed	JJ	informed
consent	NN	consent
;	:	;
8	CD	@card@
)	)	)
Evidence	NN	evidence
of	IN	of
any	DT	any
other	JJ	other
unstable	JJ	unstable
or	CC	or
clinically	RB	clinically
significant	JJ	significant
untreated	JJ	untreated
immune	JJ	immune
,	,	,
endocrine	JJ	endocrine
,	,	,
hematological	JJ	hematological
,	,	,
gastrointestinal	JJ	gastrointestinal
,	,	,
neurological	JJ	neurological
,	,	,
neoplastic	JJ	neoplastic
or	CC	or
psychiatric	JJ	psychiatric
illness	NN	illness
;	:	;
9	CD	@card@
)	)	)
Antibodies	NNS	antibody
positive	JJ	positive
for	IN	for
the	DT	the
human	JJ	human
immunodeficiency	NN	immunodeficiency
virus	NN	virus
;	:	;
10	LS	@card@
)	)	)
Significant	JJ	significant
kidney	NN	kidney
or	CC	or
liver	NN	liver
disease	NN	disease
;	:	;
11	LS	@card@
)	)	)
Pregnancy	NN	pregnancy
or	CC	or
lactation	NN	lactation
.	SENT	.
Intervention	NN	intervention
:	:	:
(	(	(
n	NN	n
=	SYM	=
225	CD	@card@
)	)	)
:	:	:
One	CD	one
200	CD	@card@
mg	NN	mg
hydroxychloroquine	NN	hydroxychloroquine
sulfate	NN	sulfate
coated	JJ	coated
tablet	NN	tablet
once	RB	once
daily	JJ	daily
for	IN	for
two	CD	two
months	NNS	month
.	SENT	.
Comparator	NN	comparator
(	(	(
control	NN	control
group	NN	group
)	)	)
(	(	(
n	NN	n
=	SYM	=
225	CD	@card@
)	)	)
:	:	:
One	CD	one
hydroxychloroquine	NN	hydroxychloroquine
placebo	NN	placebo
tablet	NN	tablet
(	(	(
identical	JJ	identical
to	TO	to
that	DT	that
of	IN	of
the	DT	the
drug	NN	drug
)	)	)
once	RB	once
daily	JJ	daily
for	IN	for
two	CD	two
months	NNS	month
Two	CD	two
groups	NNS	group
will	MD	will
be	VB	be
analyzed	VBN	analyze
with	IN	with
a	DT	a
1	CD	@card@
:	:	:
1	CD	@card@
randomization	NN	randomization
rate	NN	rate
.	SENT	.
number	NN	number
and	CC	and
percentage	NN	percentage
of	IN	of
healthcare	NN	<unknown>
personnel	NNS	personnel
presenting	VBG	present
symptomatic	JJ	symptomatic
and	CC	and
asymptomatic	JJ	asymptomatic
infection	NN	infection
(	(	(
see	VB	see
"	``	"
Diagnosis	NN	diagnosis
of	IN	of
SARS	NP	<unknown>
CoV2	NP	<unknown>
infection	NN	infection
"	''	"
below	IN	below
)	)	)
by	IN	by
the	DT	the
SARS-Cov2	NP	<unknown>
virus	NN	virus
during	IN	during
the	DT	the
study	NN	study
observation	NN	observation
period	NN	period
(	(	(
8	CD	@card@
weeks	NNS	week
)	)	)
in	IN	in
both	DT	both
treatment	NN	treatment
arms	NNS	arm
;	:	;
number	NN	number
and	CC	and
percentage	NN	percentage
of	IN	of
healthcare	NN	<unknown>
personnel	NNS	personnel
in	IN	in
each	DT	each
group	NN	group
presenting	VBG	present
with	IN	with
Pneumonia	NN	pneumonia
with	IN	with
severity	NN	severity
criteria	NNS	criterion
(	(	(
Curb	NP	Curb
65	CD	@card@
&gt	NN	&gt
;	:	;
=2	NP	<unknown>
)	)	)
and	CC	and
number	NN	number
and	CC	and
percentage	NN	percentage
of	IN	of
healthcare	NN	<unknown>
personnel	NNS	personnel
requiring	VBG	require
admission	NN	admission
to	TO	to
the	DT	the
Intensive	JJ	intensive
Care	NP	Care
Unit	NP	Unit
(	(	(
ICU	NP	ICU
)	)	)
in	IN	in
both	DT	both
treatment	NN	treatment
arms	NNS	arm
.	SENT	.
The	DT	the
primary	JJ	primary
outcome	NN	outcome
of	IN	of
this	DT	this
study	NN	study
will	MD	will
be	VB	be
to	TO	to
evaluate	VB	evaluate
:	:	:
Determination	NN	determination
of	IN	of
IgA	NP	IgA
,	,	,
IgM	NP	Igm
and	CC	and
IgG	NP	IgG
type	NN	type
antibodies	NNS	antibody
against	IN	against
SARS-CoV-2	NP	<unknown>
using	VBG	use
the	DT	the
Anti-SARS-CoV-2	JJ	<unknown>
ELISA	NP	Elisa
kit	NN	kit
(	(	(
EUROIMMUN	NP	<unknown>
Medizinische	NP	<unknown>
Labordiagnostika	NP	Labordiagnostika
AG	NP	AG
,	,	,
Germany	NP	Germany
)	)	)
every	DT	every
two	CD	two
weeks	NNS	week
.	SENT	.
In	IN	in
cases	NNS	case
of	IN	of
seroconversion	NN	seroconversion
,	,	,
a	DT	a
SARS-CoV-2	NP	<unknown>
PCR	NP	PCR
will	MD	will
be	VB	be
performed	VBN	perform
to	TO	to
rule	VB	rule
out	RP	out
/	SYM	/
confirm	VB	confirm
an	DT	an
active	JJ	active
infection	NN	infection
(	(	(
RT-PCR	NP	<unknown>
in	IN	in
One	CD	one
Step	NN	step
:	:	:
RT	NP	RT
performed	VBD	perform
with	IN	with
mastermix	NN	<unknown>
(	(	(
Takara	NP	Takara
)	)	)
and	CC	and
IDT	NP	Idt
probes	NNS	probe
,	,	,
following	VBG	follow
protocol	NN	protocol
published	VBN	publish
and	CC	and
validated	VBN	validate
by	IN	by
the	DT	the
CDC	NP	CDC
Evaluation	NN	evaluation
of	IN	of
COVID-19	NP	<unknown>
in	IN	in
case	NN	case
of	IN	of
SARS-CoV-2	NP	<unknown>
infection	NN	infection
Participants	NNS	participant
will	MD	will
be	VB	be
allocated	VBN	allocate
to	TO	to
intervention	NN	intervention
and	CC	and
comparator	NN	comparator
groups	NNS	group
according	VBG	accord
to	TO	to
a	DT	a
balanced	JJ	balanced
randomization	NN	randomization
scheme	NN	scheme
(	(	(
1	CD	@card@
:	:	:
1	LS	1
)	)	)
.	SENT	.
The	DT	the
assignment	NN	assignment
will	MD	will
be	VB	be
made	VBN	make
through	IN	through
a	DT	a
computer-generated	JJ	computer-generated
numeric	JJ	numeric
sequence	NN	sequence
for	IN	for
all	DT	all
participants	NNS	participant
Both	CC	both
participants	NNS	participant
and	CC	and
investigators	NNS	investigator
responsible	JJ	responsible
for	IN	for
recruiting	VBG	recruit
and	CC	and
monitoring	VBG	monitor
participants	NNS	participant
will	MD	will
be	VB	be
blind	JJ	blind
to	TO	to
the	DT	the
assigned	JJ	assigned
arm	NN	arm
.	SENT	.
Taking	VBG	take
into	IN	into
account	NN	account
the	DT	the
current	JJ	current
high	JJ	high
prevalence	NN	prevalence
of	IN	of
infection	NN	infection
in	IN	in
healthcare	NN	<unknown>
personnel	NNS	personnel
in	IN	in
Spain	NP	Spain
(	(	(
up	RB	up
to	TO	to
15	CD	@card@
%	NN	%
)	)	)
,	,	,
to	TO	to
detect	VB	detect
a	DT	a
difference	NN	difference
equal	JJ	equal
to	TO	to
or	CC	or
greater	JJR	great
than	IN	than
8	CD	@card@
%	NN	%
in	IN	in
the	DT	the
percentage	NN	percentage
estimates	VBZ	estimate
through	IN	through
a	DT	a
two-tailed	JJ	<unknown>
95	CD	@card@
%	NN	%
CI	NP	CI
,	,	,
with	IN	with
a	DT	a
statistical	JJ	statistical
power	NN	power
of	IN	of
80	CD	@card@
%	NN	%
and	CC	and
a	DT	a
dropout	NN	dropout
rate	NN	rate
of	IN	of
5	CD	@card@
%	NN	%
,	,	,
a	DT	a
total	NN	total
of	IN	of
450	CD	@card@
participants	NNS	participant
will	MD	will
need	VB	need
to	TO	to
be	VB	be
included	JJ	included
(	(	(
250	CD	@card@
in	IN	in
each	DT	each
arm	NN	arm
)	)	)
.	SENT	.
The	DT	the
protocol	NN	protocol
approved	VBN	approve
by	IN	by
the	DT	the
health	NN	health
authorities	NNS	authority
in	IN	in
Spain	NP	Spain
(	(	(
Spanish	NP	Spanish
Agency	NP	Agency
for	IN	for
Medicines	NNS	medicine
and	CC	and
Health	NP	Health
Products	NP	Products
"	``	"
AEMPS	NP	<unknown>
"	''	"
)	)	)
and	CC	and
the	DT	the
Ethics	NP	Ethics
and	CC	and
Research	NP	Research
Committee	NP	Committee
of	IN	of
Cantabria	NP	<unknown>
(	(	(
CEIm	NP	<unknown>
Cantabria	NP	<unknown>
)	)	)
corresponds	VBZ	correspond
to	TO	to
version	NN	version
1.1	CD	@card@
of	IN	of
April	NP	April
2	CD	@card@
,	,	,
2020	CD	@card@
.	SENT	.
Currently	RB	currently
,	,	,
recruitment	NN	recruitment
has	VBZ	have
not	RB	not
yet	RB	yet
started	VBN	start
,	,	,
with	IN	with
the	DT	the
start	NN	start
scheduled	VBN	schedule
for	IN	for
the	DT	the
second	JJ	second
week	NN	week
of	IN	of
May	NP	May
2020	CD	@card@
.	SENT	.
Eudra	NP	<unknown>
CT	NP	CT
number	NN	number
:	:	:
2020-001704-42	NP	@card@
(	(	(
Registered	NP	Registered
on	IN	on
29	CD	@card@
March	NP	March
2020	CD	@card@
)	)	)
The	DT	the
full	JJ	full
protocol	NN	protocol
is	VBZ	be
attached	VBN	attach
as	IN	as
an	DT	an
additional	JJ	additional
file	NN	file
,	,	,
accessible	JJ	accessible
from	IN	from
the	DT	the
Trials	NNS	trial
website	NN	website
(	(	(
Additional	JJ	additional
file	NN	file
1	CD	@card@
)	)	)
.	SENT	.
In	IN	in
the	DT	the
interest	NN	interest
in	IN	in
expediting	VBG	expedite
dissemination	NN	dissemination
of	IN	of
this	DT	this
material	NN	material
,	,	,
the	DT	the
familiar	JJ	familiar
formatting	VBG	format
has	VBZ	have
been	VBN	be
eliminated	VBN	eliminate
;	:	;
this	DT	this
Letter	NN	letter
serves	VBZ	serve
as	IN	as
a	DT	a
summary	NN	summary
of	IN	of
the	DT	the
key	JJ	key
elements	NNS	element
of	IN	of
the	DT	the
full	JJ	full
protocol	NN	protocol
.	SENT	.
The	DT	the
study	NN	study
protocol	NN	protocol
has	VBZ	have
been	VBN	be
reported	VBN	report
in	IN	in
accordance	NN	accordance
with	IN	with
the	DT	the
Standard	NP	Standard
Protocol	NP	Protocol
Items	NNS	item
:	:	:
Recommendations	NNS	recommendation
for	IN	for
Clinical	JJ	clinical
Interventional	JJ	interventional
Trials	NNS	trial
(	(	(
SPIRIT	NN	spirit
)	)	)
guidelines	NNS	guideline
(	(	(
Additional	JJ	additional
file	NN	file
2	CD	@card@
)	)	)
.	SENT	.
32330531/	CD	@card@
Managing	VBG	manage
Urology	NN	urology
Consultations	NNS	consultation
During	IN	during
COVID-19	NP	<unknown>
Pandemic	NN	pandemic
:	:	:
Application	NN	application
of	IN	of
a	DT	a
Structured	JJ	structured
Care	NP	Care
Pathway	NN	pathway
To	TO	to
describe	VB	describe
and	CC	and
evaluate	VB	evaluate
a	DT	a
risk-stratified	JJ	<unknown>
triage	NN	triage
pathway	NN	pathway
for	IN	for
inpatient	NN	inpatient
urology	NN	urology
consultations	NNS	consultation
during	IN	during
the	DT	the
SARS-CoV-2	NP	<unknown>
(	(	(
COVID-19	NP	<unknown>
)	)	)
pandemic	NN	pandemic
.	SENT	.
This	DT	this
pathway	NN	pathway
seeks	VBZ	seek
to	TO	to
outline	VB	outline
a	DT	a
urology	NN	urology
patient	NN	patient
care	NN	care
strategy	NN	strategy
that	WDT	that
reduces	VBZ	reduce
the	DT	the
transmission	NN	transmission
risk	NN	risk
to	TO	to
both	DT	both
healthcare	NN	<unknown>
providers	NNS	provider
and	CC	and
patients	NNS	patient
,	,	,
reduces	VBZ	reduce
the	DT	the
healthcare	NN	<unknown>
burden	NN	burden
,	,	,
and	CC	and
maintains	VBZ	maintain
appropriate	JJ	appropriate
patient	JJ	patient
care	NN	care
.	SENT	.
Consultations	NNS	consultation
to	TO	to
the	DT	the
urology	NN	urology
service	NN	service
during	IN	during
a	DT	a
3-week	JJ	<unknown>
period	NN	period
(	(	(
March	NP	March
16	CD	@card@
to	TO	to
April	NP	April
2	CD	@card@
,	,	,
2020	CD	@card@
)	)	)
were	VBD	be
triaged	VBN	<unknown>
and	CC	and
managed	VBN	manage
via	IN	via
one	CD	one
of	IN	of
3	CD	@card@
pathways	NNS	pathway
:	:	:
Standard	NP	Standard
,	,	,
Telemedicine	NP	Telemedicine
,	,	,
or	CC	or
High-Risk	JJ	high-risk
.	SENT	.
Standard	NP	Standard
consults	VBZ	consult
were	VBD	be
in-person	NN	in-person
consults	VBZ	consult
with	IN	with
non	JJ	non
COVID-19	NP	<unknown>
patients	NNS	patient
,	,	,
High-Risk	JJ	high-risk
consults	VBZ	consult
were	VBD	be
in-person	NN	in-person
consults	VBZ	consult
with	IN	with
COVID-19	NP	<unknown>
positive/suspected	JJ	positive/suspected
patients	NNS	patient
,	,	,
and	CC	and
Telemedicine	NP	Telemedicine
consults	VBZ	consult
were	VBD	be
telephonic	JJ	telephonic
consults	VBZ	consult
for	IN	for
low-acuity	NN	low-acuity
urologic	JJ	urologic
issues	NNS	issue
in	IN	in
either	DT	either
group	NN	group
of	IN	of
patients	NNS	patient
.	SENT	.
Patient	JJ	patient
demographics	NNS	demographic
,	,	,
consultation	NN	consultation
parameters	NNS	parameter
and	CC	and
consultation	NN	consultation
outcomes	NNS	outcome
were	VBD	be
compared	VBN	compare
to	TO	to
consultations	NNS	consultation
from	IN	from
the	DT	the
month	NN	month
of	IN	of
March	NP	March
2019	CD	@card@
.	SENT	.
Categorical	JJ	categorical
variables	NNS	variable
were	VBD	be
compared	VBN	compare
using	VBG	use
Chi-square	NP	Chi-square
test	NN	test
and	CC	and
continuous	JJ	continuous
variables	NNS	variable
using	VBG	use
Mann-Whitney	NP	Mann-Whitney
U	NP	U
test	NN	test
.	SENT	.
A	DT	a
P	NN	P
value	NN	value
&lt	NN	&lt
;	:	;
.05	CD	@card@
was	VBD	be
considered	VBN	consider
significant	JJ	significant
.	SENT	.
Between	IN	between
March	NP	March
16	CD	@card@
and	CC	and
April	NP	April
2	CD	@card@
,	,	,
2020	CD	@card@
,	,	,
53	CD	@card@
inpatient	NN	inpatient
consultations	NNS	consultation
were	VBD	be
performed	VBN	perform
.	SENT	.
By	IN	by
following	VBG	follow
our	PP$	our
triage	NN	triage
pathway	NN	pathway
,	,	,
a	DT	a
total	NN	total
of	IN	of
19/53	CD	@card@
consultations	NNS	consultation
(	(	(
35.8	CD	@card@
%	NN	%
)	)	)
were	VBD	be
performed	VBN	perform
via	IN	via
Telemedicine	NP	Telemedicine
with	IN	with
no	DT	no
in-person	NN	in-person
exposure	NN	exposure
,	,	,
10/53	CD	@card@
consultations	NNS	consultation
(	(	(
18.9	CD	@card@
%	NN	%
)	)	)
were	VBD	be
High-Risk	JJ	high-risk
,	,	,
in	IN	in
which	WDT	which
we	PP	we
strictly	RB	strictly
controlled	VBD	control
the	DT	the
urology	NN	urology
team	NN	team
member	NN	member
in-person	NN	in-person
contact	NN	contact
,	,	,
and	CC	and
the	DT	the
remainder	NN	remainder
,	,	,
24/53	CD	@card@
consultations	NNS	consultation
(	(	(
45.2	CD	@card@
%	NN	%
)	)	)
,	,	,
were	VBD	be
performed	VBN	perform
as	IN	as
Standard	NP	Standard
in-person	NN	in-person
encounters	NNS	encounter
.	SENT	.
COVID-19	JJ	<unknown>
associated	JJ	associated
consultations	NNS	consultation
represented	VBD	represent
18/53	CD	@card@
(	(	(
34.0	CD	@card@
%	NN	%
)	)	)
of	IN	of
all	DT	all
consultations	NNS	consultation
during	IN	during
this	DT	this
period	NN	period
,	,	,
and	CC	and
of	IN	of
these	DT	these
,	,	,
8/18	CD	@card@
(	(	(
44.4	CD	@card@
%	NN	%
)	)	)
were	VBD	be
managed	VBN	manage
successfully	RB	successfully
via	IN	via
Telemedicine	NP	Telemedicine
alone	RB	alone
.	SENT	.
No	DT	no
team	NN	team
member	NN	member
developed	VBN	develop
COVID-19	NP	<unknown>
infection	NN	infection
.	SENT	.
During	IN	during
the	DT	the
COVID-19	NP	<unknown>
pandemic	NN	pandemic
,	,	,
most	JJS	most
urology	NN	urology
consultations	NNS	consultation
can	MD	can
be	VB	be
managed	VBN	manage
in	IN	in
a	DT	a
patient	NN	patient
and	CC	and
physician	NN	physician
safety-conscious	JJ	safety-conscious
manner	NN	manner
,	,	,
by	IN	by
implementing	VBG	implement
a	DT	a
novel	JJ	novel
triage	NN	triage
pathway	NN	pathway
.	SENT	.
35586079/	CD	@card@
Knowledge	NN	knowledge
,	,	,
Attitudes	NNS	attitude
,	,	,
and	CC	and
Misconceptions	NNS	misconception
About	IN	about
COVID-19	NP	<unknown>
Prevention	NN	prevention
Practices	NP	Practices
Among	IN	among
High	NP	High
and	CC	and
Preparatory	JJ	preparatory
School	NP	School
Students	NNS	student
in	IN	in
Dessie	NP	Dessie
City	NP	City
,	,	,
Ethiopia	NP	Ethiopia
Knowledge	NP	Knowledge
,	,	,
attitudes	NNS	attitude
,	,	,
and	CC	and
misconceptions	NNS	misconception
of	IN	of
students	NNS	student
about	IN	about
COVID-19	NP	<unknown>
(	(	(
coronavirus	NN	coronavirus
disease	NN	disease
)	)	)
prevention	NN	prevention
have	VBP	have
been	VBN	be
examined	VBN	examine
in	IN	in
relatively	RB	relatively
few	JJ	few
studies	NNS	study
.	SENT	.
This	DT	this
study	NN	study
aimed	VBN	aim
to	TO	to
assess	VB	assess
the	DT	the
knowledge	NN	knowledge
,	,	,
attitudes	NNS	attitude
and	CC	and
misconceptions	NNS	misconception
about	IN	about
COVID-19	NP	<unknown>
prevention	NN	prevention
practices	NNS	practice
among	IN	among
high	JJ	high
and	CC	and
preparatory	JJ	preparatory
school	NN	school
(	(	(
grades	NNS	grade
9	CD	@card@
to	TO	to
12	CD	@card@
)	)	)
students	NNS	student
in	IN	in
Dessie	NP	Dessie
City	NP	City
,	,	,
Ethiopia	NP	Ethiopia
.	SENT	.
This	DT	this
school-based	JJ	school-based
cross-sectional	JJ	cross-sectional
study	NN	study
used	VBD	use
a	DT	a
pre-tested	JJ	<unknown>
structured	JJ	structured
questionnaire	NN	questionnaire
and	CC	and
direct	JJ	direct
observations	NNS	observation
from	IN	from
March	NP	March
1	CD	@card@
to	TO	to
30	CD	@card@
,	,	,
2021	CD	@card@
in	IN	in
5	CD	@card@
high	JJ	high
and	CC	and
preparatory	JJ	preparatory
school	NN	school
students	NNS	student
in	IN	in
Dessie	NP	Dessie
City	NP	City
,	,	,
Ethiopia	NP	Ethiopia
.	SENT	.
The	DT	the
sample	NN	sample
size	NN	size
was	VBD	be
proportionally	RB	proportionally
allocated	VBN	allocate
in	IN	in
each	DT	each
school	NN	school
based	VBN	base
on	IN	on
the	DT	the
number	NN	number
of	IN	of
students	NNS	student
registered	VBN	register
in	IN	in
the	DT	the
first	JJ	first
semester	NN	semester
,	,	,
stratified	VBN	stratify
by	IN	by
grade	NN	grade
level	NN	level
,	,	,
and	CC	and
section	NN	section
.	SENT	.
Data	NP	Data
analysis	NN	analysis
employed	VBN	employ
3	CD	@card@
binary	JJ	binary
logistic	JJ	logistic
regression	NN	regression
models	NNS	model
(	(	(
Models	NPS	Models
I	NP	I
,	,	,
II	NP	II
and	CC	and
III	NP	III
)	)	)
with	IN	with
95	CD	@card@
%	NN	%
CI	NP	CI
(	(	(
confidence	NN	confidence
interval	NN	interval
)	)	)
.	SENT	.
Bivariate	JJ	<unknown>
analysis	NN	analysis
(	(	(
crude	JJ	crude
odds	NNS	odd
ratio	NN	ratio
[	SYM	[
COR	NP	Cor
]	SYM	]
)	)	)
and	CC	and
multivariable	JJ	multivariable
analysis	NN	analysis
(	(	(
adjusted	JJ	adjusted
odds	NNS	odd
ratio	NN	ratio
[	SYM	[
AOR	NP	AOR
]	SYM	]
)	)	)
were	VBD	be
used	VBN	use
.	SENT	.
Variables	NNS	variable
with	IN	with
P-values	NP	<unknown>
&lt	NP	&lt
;	:	;
0.3	CD	@card@
in	IN	in
the	DT	the
bivariate	JJ	<unknown>
analysis	NN	analysis
were	VBD	be
retained	VBN	retain
in	IN	in
the	DT	the
multivariable	JJ	multivariable
logistic	JJ	logistic
regression	NN	regression
analysis	NN	analysis
for	IN	for
each	DT	each
model	NN	model
.	SENT	.
Variables	NNS	variable
with	IN	with
significance	NN	significance
levels	NNS	level
P&lt	JJ	<unknown>
;	:	;
0.05	CD	@card@
in	IN	in
the	DT	the
multivariable	JJ	multivariable
analysis	NN	analysis
of	IN	of
each	DT	each
model	NN	model
was	VBD	be
identified	VBN	identify
as	IN	as
significant	JJ	significant
factors	NNS	factor
.	SENT	.
The	DT	the
levels	NNS	level
of	IN	of
good	JJ	good
knowledge	NN	knowledge
,	,	,
positive	JJ	positive
attitudes	NNS	attitude
,	,	,
and	CC	and
low	JJ	low
misconceptions	NNS	misconception
were	VBD	be
74.8	CD	@card@
%	NN	%
,	,	,
60.2	CD	@card@
%	NN	%
,	,	,
and	CC	and
56.1	CD	@card@
%	NN	%
,	,	,
respectively	RB	respectively
.	SENT	.
After	IN	after
adjusting	VBG	adjust
for	IN	for
the	DT	the
covariates	NNS	covariate
,	,	,
grade	NN	grade
12	CD	@card@
,	,	,
positive	JJ	positive
attitude	NN	attitude
and	CC	and
living	NN	living
in	IN	in
households	NNS	household
with	IN	with
more	JJR	more
than	IN	than
5	CD	@card@
members	NNS	member
were	VBD	be
identified	VBN	identify
as	IN	as
factors	NNS	factor
significantly	RB	significantly
associated	VBN	associate
with	IN	with
good	JJ	good
knowledge	NN	knowledge
about	IN	about
COVID-19	NP	<unknown>
prevention	NN	prevention
practices	NNS	practice
.	SENT	.
Good	JJ	good
knowledge	NN	knowledge
of	IN	of
COVID-19	NP	<unknown>
prevention	NN	prevention
practices	NNS	practice
,	,	,
household	NN	household
size	NN	size
&gt	NN	&gt
;	:	;
5	LS	5
,	,	,
infection	NN	infection
prevention	NN	prevention
and	CC	and
control	NN	control
(	(	(
IPC	NP	IPC
)	)	)
training	NN	training
,	,	,
and	CC	and
low	JJ	low
level	NN	level
of	IN	of
misconceptions	NNS	misconception
were	VBD	be
factors	NNS	factor
significantly	RB	significantly
associated	VBN	associate
with	IN	with
positive	JJ	positive
attitudes	NNS	attitude
,	,	,
whereas	IN	whereas
students	NNS	student
age	NN	age
&gt	NN	&gt
;	:	;
=18	JJ	=@card@
years	NNS	year
,	,	,
positive	JJ	positive
attitude	NN	attitude
,	,	,
and	CC	and
IPC	NP	IPC
training	NN	training
were	VBD	be
factors	NNS	factor
significantly	RB	significantly
associated	VBN	associate
with	IN	with
less	JJR	less
misconceptions	NNS	misconception
about	IN	about
COVID-19	NP	<unknown>
prevention	NN	prevention
measures	NNS	measure
.	SENT	.
The	DT	the
prevalence	NN	prevalence
of	IN	of
good	JJ	good
knowledge	NN	knowledge
,	,	,
positive	JJ	positive
attitude	NN	attitude
,	,	,
and	CC	and
low	JJ	low
level	NN	level
of	IN	of
misconceptions	NNS	misconception
of	IN	of
prevention	NN	prevention
practices	NNS	practice
for	IN	for
COVID-19	NP	<unknown>
among	IN	among
students	NNS	student
was	VBD	be
relatively	RB	relatively
low	JJ	low
.	SENT	.
Therefore	RB	therefore
,	,	,
Dessie	NP	Dessie
City	NP	City
Health	NP	Health
and	CC	and
Education	NP	Education
Department	NP	Department
and	CC	and
each	DT	each
high	JJ	high
and	CC	and
preparatory	JJ	preparatory
school	NN	school
should	MD	should
implement	VB	implement
continuous	JJ	continuous
monitoring	NN	monitoring
programs	NNS	program
to	TO	to
ensure	VB	ensure
high	JJ	high
prevention	NN	prevention
awareness	NN	awareness
and	CC	and
promote	VB	promote
preventive	JJ	preventive
behavior	NN	behavior
towards	IN	towards
COVID-19	NP	<unknown>
.	SENT	.
33591938/	CD	@card@
Model	NP	Model
Prediction	NN	prediction
for	IN	for
In-Hospital	JJ	in-hospital
Mortality	NN	mortality
in	IN	in
Patients	NPS	Patients
with	IN	with
COVID-19	NP	<unknown>
:	:	:
A	DT	a
Case-Control	NP	Case-Control
Study	NP	Study
in	IN	in
